,id,output
98,2020,"[ 1.2539531   0.72645503 -2.2114103  -1.6107998   1.127703    2.1648638
 -0.05636454  0.6009725   0.5477793  -0.8392337  -2.1534264  -0.95303595
  1.5751499   1.1820116   1.0954152   0.17939396 -1.2804077  -0.12853283
  1.644559    1.2981218 ]"
99,1004,"[ 0.83552873  0.3990339  -1.597421   -1.0997843   0.79556334  1.5335809
  0.06854941  0.4830339   0.42977193 -0.60121614 -1.5473993  -0.5014612
  1.055149    0.936797    0.72653425  0.2598829  -1.0171493  -0.01461783
  1.054077    0.97579414]"
100,2116,"[ 0.10969416 -0.32635996 -0.5292361  -0.17737746 -0.14891818  0.4321725
  0.6484485   0.09890857  0.10734266 -0.076662   -0.5741655   0.5650854
 -0.0094828   0.7091533  -0.15871818  0.6465294  -0.57279587  0.4102572
 -0.13809063  0.601627  ]"
101,621,"[ 0.24327467 -0.161835   -0.7360234  -0.334179    0.07841164  0.6228037
  0.53168684  0.20684418  0.16925463 -0.17757346 -0.75119483  0.3128902
  0.22064918  0.7357487   0.03299095  0.5568231  -0.6475228   0.31403244
  0.09906364  0.6812517 ]"
102,1519,"[ 0.42967212  0.0553931  -1.0592873  -0.60773736  0.36481556  0.89942914
  0.4038302   0.36878416  0.23737226 -0.35023522 -0.992008    0.03884821
  0.5209646   0.8137409   0.29345238  0.47327495 -0.8325372   0.24110422
  0.43078676  0.80903214]"
103,1749,"[ 1.160988    0.6403336  -1.9081541  -1.4523723   0.98121464  1.8300537
 -0.13145669  0.5083959   0.5338408  -0.74716336 -1.8351535  -0.86816984
  1.3964605   0.9817097   1.0173779   0.06408197 -1.1375039  -0.14655404
  1.4710442   1.1428648 ]"
104,212,"[ 0.9919411   0.5204167  -1.7628603  -1.2973665   0.894003    1.7344568
 -0.04519198  0.50700426  0.4833849  -0.7061176  -1.7096425  -0.7305806
  1.2553622   0.969035    0.8574657   0.1512231  -1.0524212  -0.11737016
  1.2864026   1.0284549 ]"
105,1827,"[ 0.09089126 -0.2302737  -0.39175993 -0.12088946 -0.12578242  0.31498724
  0.47740656  0.05673756  0.11077084 -0.0721961  -0.4564046   0.37545392
 -0.01239724  0.47831947 -0.1029219   0.48746043 -0.42231566  0.25374684
 -0.11426242  0.45599547]"
106,2109,"[ 0.20189531 -0.15806648 -0.6631487  -0.3051768   0.05353786  0.57842255
  0.4884762   0.18679708  0.1615142  -0.17813292 -0.67170846  0.27178416
  0.20722465  0.6537991   0.05396353  0.50269383 -0.5733427   0.26674953
  0.09745124  0.59474367]"
107,2123,"[ 0.80139154  0.40153247 -1.3922986  -1.0515245   0.6857411   1.3534305
 -0.06282277  0.36846223  0.43594253 -0.5707986  -1.3875659  -0.59327954
  1.0063264   0.72822726  0.6937113   0.11904157 -0.88359517 -0.12323943
  1.0202614   0.8562314 ]"
108,1679,"[ 1.2437646   0.67044514 -2.0347908  -1.5585235   1.0547268   1.8664428
 -0.12686102  0.5798347   0.53055334 -0.7414767  -1.9097567  -0.87830645
  1.4441396   1.0561049   1.09324     0.09663075 -1.2331691  -0.05537945
  1.5328108   1.2657895 ]"
109,868,"[ 1.0921522   0.6570798  -1.774224   -1.3610604   1.0101026   1.6250308
 -0.14940502  0.60233647  0.52384394 -0.6779057  -1.6730385  -0.83764136
  1.2956922   0.8993399   1.0395811   0.0657764  -1.1344283  -0.11978567
  1.3752174   1.0983377 ]"
110,2019,"[ 0.50754064  0.09485348 -1.0336672  -0.66237456  0.34708455  0.9083851
  0.3335137   0.30672717  0.26952934 -0.30989644 -0.9954741  -0.00871787
  0.52453965  0.80903304  0.33237585  0.39202398 -0.80374557  0.20212194
  0.4859349   0.81873435]"
111,1748,"[ 0.4550366   0.04084072 -0.9291725  -0.5960374   0.260605    0.8742225
  0.26246232  0.21182144  0.26609832 -0.32608396 -0.95567584 -0.01454142
  0.4869537   0.6898691   0.25814706  0.35490736 -0.70443726  0.14341822
  0.42012313  0.6810584 ]"
112,530,"[ 0.9822371   0.4974687  -1.6586789  -1.2176522   0.8156927   1.492399
  0.0018692   0.47090793  0.43512177 -0.56218517 -1.5435579  -0.59801996
  1.1175293   0.9487122   0.83201253  0.14549592 -1.0489949   0.01492167
  1.174342    1.0737222 ]"
113,306,"[ 1.1522648   0.60162294 -2.017196   -1.4658334   0.9928141   1.8458142
 -0.00288512  0.58472234  0.4773368  -0.68627465 -1.8726674  -0.7362805
  1.3631698   1.1310107   1.0074393   0.204906   -1.2264358   0.03503513
  1.4393976   1.2633127 ]"
114,995,"[ 0.36747584 -0.18819174 -0.9656016  -0.47918114  0.07316606  0.81810653
  0.6541036   0.21128318  0.1705713  -0.18156996 -0.92952555  0.41754445
  0.27968577  0.9824107   0.05386657  0.66492665 -0.80753964  0.4623467
  0.17014983  0.87108743]"
115,497,"[ 1.0455565   0.53362787 -1.7664709  -1.3008103   0.8850965   1.6397877
 -0.01630764  0.51522344  0.4760113  -0.61125183 -1.6800083  -0.6518362
  1.201163    1.027939    0.8908908   0.15974058 -1.0951881  -0.02505427
  1.2575632   1.1354499 ]"
116,45,"[ 0.2825728  -0.10193382 -0.89807177 -0.4023881   0.2123416   0.7963819
  0.52433026  0.2942644   0.19945635 -0.23977974 -0.8692841   0.25925153
  0.32050827  0.8466461   0.12955637  0.5483009  -0.71854705  0.29133558
  0.21700157  0.75775194]"
117,2321,"[ 1.4767486   0.92053163 -2.3963597  -1.844367    1.3279048   2.2797244
 -0.2826506   0.6862534   0.64352953 -0.90655833 -2.3018432  -1.2048197
  1.7843372   1.1666914   1.3538114   0.01892822 -1.3603992  -0.20193669
  1.8987042   1.3853503 ]"
118,1784,"[ 0.28719443 -0.01617205 -0.70371056 -0.37489423  0.20092823  0.6366134
  0.3051103   0.23329362  0.20394234 -0.21954806 -0.7097437   0.05885845
  0.30472612  0.5752156   0.19564794  0.3235249  -0.56004643  0.12734427
  0.23595953  0.56570303]"
119,1482,"[ 0.37658453  0.08382902 -0.8921854  -0.51194036  0.33812785  0.83641
  0.24406636  0.26639736  0.22195475 -0.32929724 -0.8480858  -0.08548988
  0.500257    0.6307302   0.29315802  0.3071179  -0.6298306   0.09262756
  0.43894798  0.58640504]"
120,1513,"[ 1.372205    0.85727185 -2.2814248  -1.7269435   1.2960986   2.1469564
 -0.24116614  0.7114535   0.59857225 -0.8765096  -2.1523943  -1.1288496
  1.697432    1.1179584   1.2963047   0.02298202 -1.336827   -0.17813915
  1.8066727   1.3336893 ]"
121,1143,"[ 1.1698334   0.6338341  -2.0500698  -1.4912276   1.0267465   1.9842612
 -0.03766745  0.56094664  0.5163003  -0.7465608  -1.9841192  -0.82505697
  1.4302837   1.1196607   0.99596995  0.17886405 -1.2046117  -0.08953799
  1.4756433   1.2223362 ]"
122,1305,"[ 0.7162313   0.20384666 -1.2754167  -0.88921314  0.4905817   1.146048
  0.22950335  0.3350267   0.34655255 -0.38386008 -1.2248783  -0.20187005
  0.73373795  0.8944961   0.4975501   0.31577805 -0.89769936  0.14832689
  0.73655725  0.945936  ]"
123,2028,"[ 0.03706598 -0.24922076 -0.2644067  -0.06092186 -0.20338748  0.3469826
  0.4178199  -0.03888837  0.09301771 -0.03643234 -0.39870626  0.2990998
 -0.04652766  0.4019963  -0.14836507  0.39282432 -0.25094876  0.15317796
 -0.12122013  0.30361736]"
124,2144,"[ 1.0000654   0.5795671  -1.6887403  -1.2731221   0.9238323   1.6150018
 -0.09289899  0.5269484   0.49036178 -0.6639798  -1.6342057  -0.7325648
  1.2058208   0.89582413  0.88977027  0.08274988 -1.0326608  -0.12499313
  1.2636341   1.0293206 ]"
125,1406,"[ 0.99289614  0.46273217 -1.6731908  -1.2393684   0.8097106   1.511625
  0.06879561  0.5097858   0.45705345 -0.53984755 -1.5863243  -0.54810745
  1.1006188   1.0193757   0.82664275  0.21848069 -1.0883077   0.05741172
  1.1520705   1.1365438 ]"
126,1906,"[ 0.28076676 -0.12387368 -0.7842993  -0.40264723  0.08819114  0.7729572
  0.4648647   0.13724874  0.18726277 -0.21396884 -0.8392652   0.21866754
  0.2910083   0.7247648   0.06296015  0.49611527 -0.59508014  0.24176615
  0.2003235   0.61736315]"
127,1611,"[ 0.7722373   0.2946537  -1.4819773  -0.9702563   0.6027113   1.3705988
  0.18541041  0.39017576  0.36380753 -0.48789677 -1.368418   -0.2930223
  0.8674794   0.9909031   0.60029566  0.30555734 -0.9713563   0.1380451
  0.8961216   0.97399306]"
128,2431,"[ 0.79979897  0.29709587 -1.5579824  -1.0661149   0.6516737   1.4913026
  0.19660564  0.39965636  0.35638973 -0.55468524 -1.5049524  -0.35499784
  0.9730193   0.9868849   0.5743176   0.343474   -0.9891436   0.0970783
  0.9426791   0.98430824]"
129,1380,"[ 0.7399808   0.28718248 -1.2469261  -0.92292875  0.51148117  1.1870072
  0.04540661  0.30126238  0.35964912 -0.4770998  -1.2450794  -0.38759863
  0.83362556  0.74107176  0.55589944  0.18105982 -0.826926   -0.00370283
  0.83469343  0.7988777 ]"
130,2136,"[ 0.49732152  0.29069814 -0.9719384  -0.6724484   0.4619728   0.95627385
 -0.03206599  0.28695238  0.27149004 -0.37889433 -0.8891846  -0.3564391
  0.6530566   0.5751863   0.46130434  0.03900213 -0.58890843 -0.05212297
  0.6907979   0.54153925]"
131,2214,"[ 0.91316944  0.3604048  -1.6935098  -1.1798177   0.72077924  1.6124964
  0.13974828  0.42441377  0.40440693 -0.59011483 -1.6163344  -0.46616885
  1.0748409   1.0338323   0.7200683   0.29452473 -1.0650132   0.07020427
  1.0897577   1.0786586 ]"
132,763,"[ 1.1779302   0.67812103 -1.9934411  -1.4888961   1.0066447   1.9379443
 -0.12986523  0.51473594  0.5349728  -0.780899   -1.9124832  -0.8994722
  1.4380602   1.0411485   1.0089891   0.07266632 -1.153426   -0.14834157
  1.5079365   1.1596092 ]"
133,440,"[ 0.8951843   0.51553863 -1.5449222  -1.1531045   0.8208469   1.5030719
 -0.11983235  0.44812518  0.43785292 -0.63124657 -1.4947363  -0.7135298
  1.126817    0.81703705  0.7914279   0.07180859 -0.94724715 -0.14835316
  1.1690662   0.895833  ]"
134,2249,"[ 0.78019375  0.35862777 -1.415342   -1.0165609   0.64219546  1.3892316
  0.05125442  0.35808352  0.39247027 -0.54385304 -1.3671414  -0.49337164
  0.96354544  0.8082567   0.635675    0.16835879 -0.89658034 -0.03592122
  0.98436373  0.87514037]"
135,518,"[ 1.022652    0.45735762 -1.8231559  -1.3117558   0.8057843   1.6981827
  0.08292178  0.47163016  0.43537447 -0.6331884  -1.7383174  -0.5508229
  1.1782769   1.0661577   0.8179948   0.25161856 -1.1276789   0.07475743
  1.2137891   1.1497179 ]"
136,787,"[ 0.33368605 -0.10003128 -0.8332042  -0.4437037   0.14527473  0.6770909
  0.4926631   0.24721318  0.1887051  -0.16328412 -0.7907997   0.27871576
  0.2760904   0.79035103  0.11998665  0.50322556 -0.72483224  0.33408362
  0.19687523  0.76417893]"
137,1360,"[ 0.61484224  0.21558408 -1.1897293  -0.7805642   0.4832572   1.0360372
  0.20899117  0.35716256  0.3013938  -0.3803411  -1.0939488  -0.18111894
  0.69238573  0.81537825  0.49223727  0.30879837 -0.8359561   0.15777482
  0.6630241   0.8407622 ]"
138,984,"[ 0.6744949   0.24439268 -1.3050386  -0.8851382   0.5501616   1.1648339
  0.20078072  0.37420917  0.35820884 -0.44231474 -1.2358831  -0.25164142
  0.78842294  0.85863155  0.5058029   0.31756416 -0.91773945  0.12322274
  0.7614319   0.8968845 ]"
139,1347,"[ 0.24133532 -0.2181762  -0.75118107 -0.3534598   0.01046437  0.7061392
  0.5196771   0.10343959  0.14353853 -0.24115479 -0.81841254  0.2925321
  0.25117177  0.6984833  -0.02985967  0.56562763 -0.61689377  0.2651111
  0.11234771  0.61679053]"
140,2087,"[ 0.43509537 -0.01695962 -0.9948296  -0.6028494   0.26317653  0.88930804
  0.42329282  0.25283778  0.22763689 -0.3196097  -0.98702914  0.12055268
  0.4631376   0.8246546   0.20556714  0.48837522 -0.78331965  0.24968527
  0.37756816  0.79788077]"
141,471,"[ 0.8248961   0.46760306 -1.4286513  -1.0385219   0.770841    1.2521384
 -0.00630409  0.491456    0.40282422 -0.49454463 -1.2926123  -0.5231417
  0.95633096  0.8066762   0.75705874  0.10847961 -0.92114884  0.00557243
  1.0137914   0.92633235]"
142,2016,"[ 0.5037881   0.10219126 -1.0225704  -0.6671361   0.31513372  1.00699
  0.26468724  0.24387306  0.24928117 -0.32939592 -1.0142765  -0.09726094
  0.5512189   0.7649419   0.3052243   0.32580334 -0.7115325   0.11362799
  0.53751516  0.7216646 ]"
143,1490,"[ 0.8873197   0.41721222 -1.5474504  -1.1045668   0.76087874  1.3966781
  0.07926372  0.4923359   0.42301792 -0.5281971  -1.468102   -0.48694345
  0.99361485  0.93450034  0.75095785  0.22377783 -1.0133634   0.0322075
  1.0296092   1.0383611 ]"
144,1419,"[-0.05224955 -0.17182419 -0.06301806  0.04151042 -0.19941632  0.14540717
  0.21978696 -0.07069211  0.04554197 -0.01136681 -0.18841337  0.1764533
 -0.08665615  0.1595985  -0.11969241  0.18574879 -0.06512643  0.02840277
 -0.1333137   0.12140166]"
145,2304,"[ 0.9436534   0.45019203 -1.6099448  -1.2103796   0.76417625  1.4695903
  0.03859513  0.45910227  0.44273028 -0.5626886  -1.5249009  -0.53656536
  1.0680672   0.93070877  0.77206236  0.20238455 -1.0380327   0.043567
  1.114371    1.0473927 ]"
146,2390,"[ 0.34734014 -0.09459214 -0.6514204  -0.38070124  0.06633382  0.49542058
  0.35010648  0.14847875  0.19232291 -0.13288446 -0.635237    0.2053127
  0.21419263  0.6124113   0.11899466  0.3758969  -0.5704393   0.24924476
  0.15970007  0.64092237]"
147,1712,"[ 0.2847408  -0.25653827 -0.76836354 -0.37549913 -0.05093959  0.6319715
  0.6678879   0.12513089  0.1491889  -0.13171427 -0.80676013  0.47359234
  0.15397733  0.8419381  -0.04960563  0.67993283 -0.6942665   0.4524222
  0.0509351   0.7772414 ]"
148,1801,"[ 0.43949956  0.04559081 -1.032627   -0.61785847  0.3456091   0.94024247
  0.3642128   0.3180658   0.24862014 -0.3128741  -1.0086912   0.04314339
  0.51714283  0.81170744  0.29098937  0.41765845 -0.7538144   0.21636452
  0.44404772  0.77856785]"
149,759,"[ 0.04557364 -0.08429679 -0.392329   -0.07784573  0.11258734  0.2815777
  0.28752056  0.21744275  0.09364678 -0.12738487 -0.3729148   0.13658327
  0.0995929   0.34322914  0.06850472  0.30431613 -0.36705077  0.09766049
 -0.00982411  0.34374642]"
150,1765,"[ 0.35493577 -0.11271599 -0.89349335 -0.50605553  0.1306492   0.88050944
  0.45060053  0.15159965  0.21517412 -0.28177705 -0.9665637   0.157119
  0.38601986  0.758207    0.10482956  0.51383394 -0.7044923   0.21451958
  0.2913944   0.70183736]"
151,1557,"[ 0.6736498   0.46202454 -1.2214078  -0.873417    0.72091407  1.1581383
 -0.18622513  0.42289916  0.34241098 -0.49122423 -1.0713935  -0.6208024
  0.9033454   0.5869277   0.735541   -0.04789344 -0.6719979  -0.14890377
  0.96252346  0.6459946 ]"
152,133,"[ 0.21534838  0.05119999 -0.631431   -0.31842533  0.24983193  0.5880914
  0.18765025  0.25420007  0.17993057 -0.22894129 -0.60826546 -0.01067477
  0.3053083   0.4702846   0.2114134   0.22632962 -0.45141068  0.06328552
  0.2561824   0.42712325]"
153,1631,"[ 0.8835069   0.50906914 -1.5138345  -1.1093009   0.79531133  1.3949887
 -0.08388256  0.48241803  0.42899424 -0.59221613 -1.3967216  -0.62891376
  1.0603539   0.80790836  0.8064558   0.06525401 -0.96041733 -0.08083405
  1.1245705   0.9185381 ]"
154,1416,"[ 0.74373734  0.47332367 -1.1845942  -0.9027992   0.68474114  1.0639158
 -0.19554846  0.39579302  0.37428382 -0.50142246 -1.0545186  -0.6447842
  0.8881912   0.5261811   0.74837995 -0.06390207 -0.73404425 -0.15115722
  0.9555669   0.68949383]"
155,1492,"[ 0.25699565  0.05161909 -0.65490115 -0.37221187  0.24246192  0.6489027
  0.21331422  0.23214236  0.21251515 -0.23685703 -0.69580275 -0.0178993
  0.32651025  0.5080002   0.19049977  0.26591858 -0.45752558  0.03647015
  0.26761368  0.4832712 ]"
156,1641,"[ 1.0415514   0.44593778 -1.9324824  -1.3792459   0.8289503   1.9216805
  0.14069876  0.45278734  0.46357495 -0.714514   -1.929225   -0.58785874
  1.2801607   1.164771    0.7998399   0.3287472  -1.1642238   0.02736145
  1.274836    1.2012831 ]"
157,360,"[ 0.6803686   0.19354813 -1.4032321  -0.9146158   0.5613959   1.3113542
  0.3099888   0.40522957  0.34007555 -0.49153432 -1.3691161  -0.2105035
  0.8217968   0.98337495  0.49988273  0.43490472 -0.98299766  0.14487344
  0.76234573  0.97203517]"
158,1642,"[ 0.43739048  0.13916543 -0.9373625  -0.61228436  0.35691565  0.9387194
  0.18459064  0.24535319  0.2633167  -0.35409594 -0.95820737 -0.17856674
  0.55837786  0.6442777   0.32630238  0.25936046 -0.6254695   0.02260389
  0.52566004  0.6199234 ]"
159,1112,"[ 0.24434248 -0.02632418 -0.6534309  -0.36332056  0.13691494  0.6766536
  0.27638215  0.13596693  0.18333434 -0.26285577 -0.7245189   0.03463205
  0.3220809   0.49978125  0.09868301  0.31498587 -0.47507426  0.0548017
  0.23586415  0.44708985]"
160,2415,"[ 0.70891064  0.2869097  -1.3772972  -0.96750003  0.6113706   1.378286
  0.14492193  0.36479878  0.39337617 -0.53439105 -1.3891786  -0.38695025
  0.89791775  0.8553952   0.5419618   0.27815026 -0.8818743  -0.00727142
  0.86967194  0.85097796]"
161,258,"[ 0.5630245   0.07129665 -1.2091569  -0.75644094  0.35971808  1.142744
  0.40315872  0.2882185   0.28456774 -0.39307547 -1.2168018  -0.01281084
  0.6341424   0.94388384  0.30223542  0.4853924  -0.8628394   0.21258599
  0.5465558   0.88265395]"
162,949,"[ 1.1325939   0.7778723  -1.8345001  -1.4317743   1.109791    1.760362
 -0.33977968  0.5805926   0.56116784 -0.7886253  -1.7292492  -1.0838419
  1.4592503   0.80965126  1.1136086  -0.09982812 -1.065984   -0.30121613
  1.5512391   0.99499136]"
163,2353,"[ 0.6841642   0.4729956  -1.076935   -0.8243156   0.6833283   0.94290835
 -0.24494196  0.4048081   0.3310339  -0.42927542 -0.90137887 -0.64464575
  0.82130045  0.47485307  0.7491765  -0.14143457 -0.67305124 -0.16477227
  0.91910255  0.6206115 ]"
164,648,"[ 1.0497139   0.6241446  -1.867823   -1.3438449   1.0117128   1.7830918
 -0.0887118   0.58801097  0.5015819  -0.70656    -1.7390072  -0.8083855
  1.3129832   1.0175619   0.9698673   0.10793278 -1.1167377  -0.10634382
  1.3915498   1.0986044 ]"
165,1144,"[ 0.54075813 -0.01364389 -1.04832    -0.7012453   0.23196706  1.0047405
  0.3505184   0.19787413  0.2600813  -0.33588842 -1.1082057   0.01133353
  0.5339681   0.8153415   0.24493676  0.44146502 -0.7743412   0.17577873
  0.4683863   0.80728966]"
166,154,"[ 0.7596161   0.35863873 -1.4756767  -1.019409    0.709744    1.4230736
  0.08967734  0.44995248  0.38081554 -0.59924936 -1.4244277  -0.47000754
  0.97935754  0.8403804   0.6477454   0.25268218 -0.9517124  -0.01801371
  0.9630821   0.87446606]"
167,149,"[ 0.3756781  -0.04462206 -0.7664422  -0.49713337  0.11014607  0.74180824
  0.35951647  0.14326489  0.21767251 -0.22128487 -0.82612944  0.12359066
  0.3367183   0.67666286  0.1240996   0.41728753 -0.60351074  0.20202982
  0.2565127   0.6309996 ]"
168,737,"[ 0.8181424   0.35407418 -1.5132831  -1.0449269   0.6915564   1.4290973
  0.1136873   0.43324214  0.4169244  -0.56453305 -1.4934832  -0.43177384
  0.9882167   0.9271543   0.6543355   0.28306004 -0.9925189   0.01055411
  0.96064097  0.9876101 ]"
169,1545,"[ 0.90999097  0.5125707  -1.6208901  -1.1683912   0.87605023  1.5198187
 -0.04751796  0.5057818   0.45142445 -0.6089377  -1.538848   -0.6492424
  1.1340151   0.8931795   0.8222771   0.13218656 -0.99451315 -0.05708429
  1.1630001   0.97252   ]"
170,1289,"[ 0.10780213 -0.08380699 -0.3149649  -0.12834814  0.00172668  0.23391552
  0.21543771  0.07973129  0.06070313 -0.11035689 -0.31363738  0.1406292
  0.05056363  0.2582778   0.03111229  0.23583844 -0.2754173   0.11806738
 -0.00334468  0.30142376]"
171,1,"[ 0.7395422   0.44731766 -1.3285903  -0.9678422   0.7143047   1.2352388
 -0.0993644   0.4280761   0.35882822 -0.49302638 -1.1901628  -0.54498094
  0.9269304   0.72641665  0.701674    0.02709373 -0.8104362  -0.07761338
  0.9880066   0.7751033 ]"
172,2341,"[ 0.6564866   0.21172722 -1.104424   -0.7971164   0.43974194  0.9545153
  0.09029695  0.30620956  0.33108333 -0.38187042 -1.03587    -0.26900622
  0.6892664   0.69167835  0.5089704   0.20168622 -0.76852953  0.06208581
  0.6785112   0.7941751 ]"
173,605,"[ 0.33201095  0.1136844  -0.67358017 -0.41750988  0.29215243  0.63359714
  0.07974496  0.22877783  0.19223627 -0.27685678 -0.63968974 -0.16951823
  0.4054826   0.41184598  0.3165052   0.12482511 -0.4696873  -0.01524918
  0.3671184   0.4326679 ]"
174,1052,"[ 0.7143288   0.37402427 -1.1448923  -0.8517377   0.58130366  1.0019356
 -0.05829031  0.3657321   0.32917115 -0.38628742 -1.0095761  -0.4584465
  0.77439547  0.6428244   0.64789194  0.040761   -0.7636392  -0.01933001
  0.83784217  0.7558218 ]"
175,1507,"[ 0.68348956  0.3088906  -1.2889036  -0.89597565  0.6206744   1.2528416
  0.08860417  0.40423656  0.3767433  -0.53266233 -1.2859244  -0.3998461
  0.84035236  0.7811024   0.56626236  0.24003991 -0.8609314  -0.05262592
  0.8235096   0.8152257 ]"
176,1982,"[ 0.95204306  0.5351633  -1.6098211  -1.1861383   0.8844156   1.5215662
 -0.09245534  0.5201071   0.4822245  -0.6135321  -1.5279043  -0.6940216
  1.1463449   0.87389994  0.8822021   0.07078643 -0.99370223 -0.10417273
  1.2028823   0.9668836 ]"
177,1753,"[ 0.2211125  -0.10467719 -0.56458086 -0.29304397  0.0506936   0.49189764
  0.3688921   0.14670467  0.14373913 -0.1680133  -0.57470757  0.19630475
  0.18940346  0.5310503   0.04388241  0.3679956  -0.5051944   0.19360393
  0.09486078  0.5044553 ]"
